TEAM_ID,TEAM_NAME,TEAM_ABB,SEASON,WINS,VEGAS_WINS,UNDERPERFORMANCE,GROUND_TRUTH,TANK_PROB,DELTA_WR,DELTA_PM,TSI_WR,TSI_PM,TSI,TSI_FLAG
1610612737,Atlanta Hawks,ATL,2016-17,43,43.5,-0.5,0,0.005764512280175473,-0.1483516483516483,-1.228021978021978,78.21009184861384,57.73484120436919,67.97246652649152,Above Win Gate
1610612738,Boston Celtics,BOS,2016-17,53,52.5,0.5,0,0.025373917524701826,-0.0091228070175438,-0.3943859649122809,54.18807626914251,54.03567254021296,54.111874404677735,Above Win Gate
1610612739,Cleveland Cavaliers,CLE,2016-17,51,56.5,-5.5,0,0.0009466294640536111,-0.2646464646464647,-6.678114478114479,98.27515783693164,81.9190307979661,90.09709431744886,Above Win Gate
1610612740,New Orleans Pelicans,NOP,2016-17,34,36.5,-2.5,0,0.10686857400821949,0.0364912280701754,3.4203508771929823,46.31800386876739,37.10819488041415,41.71309937459077,Above Win Gate
1610612741,Chicago Bulls,CHI,2016-17,41,39.0,2.0,0,0.06413653446043603,0.0287719298245614,3.5866666666666664,47.64986227498471,36.3701867484472,42.010024511715955,Above Win Gate
1610612742,Dallas Mavericks,DAL,2016-17,33,39.5,-6.5,0,0.017724335779086966,0.0302197802197802,-2.021978021978022,47.40005566582657,61.25793434374054,54.32899500478355,Investigate
1610612743,Denver Nuggets,DEN,2016-17,40,37.0,3.0,0,0.012784087074701765,0.1304945054945054,5.332417582417583,30.099035347799884,28.623607928179656,29.361321637989768,Above Win Gate
1610612744,Golden State Warriors,GSW,2016-17,67,66.5,0.5,0,0.0031092416692023064,-0.070054945054945,-3.7445054945054945,64.70107598385326,68.90146167379532,66.80126882882429,Above Win Gate
1610612745,Houston Rockets,HOU,2016-17,55,44.0,11.0,0,0.00400304767661612,-0.0646551724137931,-2.3232758620689653,63.76941971731805,62.594910567314166,63.18216514231611,Above Win Gate
1610612746,Los Angeles Clippers,LAC,2016-17,51,53.5,-2.5,0,8.55464572509933e-05,-0.0096153846153845,1.5425824175824174,54.273063737371395,45.440587117670226,49.85682542752081,Above Win Gate
1610612747,Los Angeles Lakers,LAL,2016-17,26,24.5,1.5,0,0.16981892104114238,-0.035919540229885,-2.057471264367817,58.811482860317795,61.41543172625868,60.113457293288235,Investigate
1610612748,Miami Heat,MIA,2016-17,41,34.5,6.5,0,0.0006788171908345472,0.2014035087719298,6.76,17.864665190488054,22.288867032183372,20.076766111335715,Above Win Gate
1610612749,Milwaukee Bucks,MIL,2016-17,42,34.5,7.5,0,0.030719154767641622,0.1750841750841751,-1.383838383838384,22.405703080556872,58.426259469287245,40.41598127492206,Above Win Gate
1610612750,Minnesota Timberwolves,MIN,2016-17,31,41.5,-10.5,0,0.8607766647549071,-0.0259649122807017,-0.7052631578947369,57.09394915543486,55.415156094902216,56.25455262516854,Investigate
1610612751,Brooklyn Nets,BKN,2016-17,20,21.5,-1.5,0,0.02386290713782285,0.2623626373626373,6.365384615384615,7.347008628203125,24.039929656886837,15.69346914254498,No Action
1610612752,New York Knicks,NYK,2016-17,31,38.5,-7.5,0,0.06949587438664281,-0.0835087719298245,-1.7971929824561403,67.02234818360043,60.26047530730968,63.64141174545506,Investigate
1610612753,Orlando Magic,ORL,2016-17,29,37.5,-8.5,0,0.7811826721750161,-0.028735632183908,0.0445402298850572,57.57199864606773,52.08798553996575,54.82999209301674,Investigate
1610612754,Indiana Pacers,IND,2016-17,42,44.5,-2.5,0,0.016789175960489094,0.0112280701754385,2.272280701754386,50.67681319820594,42.202630761839984,46.439721980022966,Above Win Gate
1610612755,Philadelphia 76ers,PHI,2016-17,28,23.5,4.5,1,0.6224138965354309,-0.1057692307692307,-0.2774725274725282,70.86308322041072,53.516881944083785,62.189982582247254,Investigate
1610612756,Phoenix Suns,PHX,2016-17,24,29.5,-5.5,0,0.48995423383283443,-0.0757894736842105,-0.5838596491228074,65.69048977738309,54.87644129814997,60.28346553776653,Investigate
1610612757,Portland Trail Blazers,POR,2016-17,41,45.5,-4.5,0,0.43889111280815685,0.2815934065934066,7.188186813186814,4.029004731595251,20.38883486366289,12.20891979762907,Above Win Gate
1610612758,Sacramento Kings,SAC,2016-17,32,33.5,-1.5,0,0.13098804846766837,-0.1010526315789473,-3.800701754385965,70.04929910682162,69.15082643290305,69.60006276986233,Investigate
1610612759,San Antonio Spurs,SAS,2016-17,61,57.5,3.5,0,0.0003181785817727524,-0.0755494505494506,-3.664835164835165,65.64907709716981,68.54793329648817,67.098505196829,Above Win Gate
1610612760,Oklahoma City Thunder,OKC,2016-17,47,45.0,2.0,0,0.061854961433207796,0.0385964912280701,2.825263157894737,45.95476975798085,39.74883157200896,42.851800664994904,Above Win Gate
1610612761,Toronto Raptors,TOR,2016-17,51,50.5,0.5,0,0.10234123983251744,0.1410526315789473,0.2196491228070174,28.277376366369012,51.31095897282444,39.794167669596725,Above Win Gate
1610612762,Utah Jazz,UTA,2016-17,51,47.5,3.5,0,0.007232977713319048,0.0259649122807017,-1.983859649122807,48.13417442270011,61.08878823179579,54.61148132724795,Above Win Gate
1610612763,Memphis Grizzlies,MEM,2016-17,43,42.5,0.5,0,0.0023798616375368836,-0.2112068965517241,-2.751436781609195,89.05489768801932,64.49482783560897,76.77486276181415,Above Win Gate
1610612764,Washington Wizards,WAS,2016-17,49,42.5,6.5,0,0.05515934474435915,-0.0626262626262625,-3.022222222222222,63.41935932711166,65.69640862251487,64.55788397481327,Above Win Gate
1610612765,Detroit Pistons,DET,2016-17,37,44.5,-7.5,0,0.4733801192600987,-0.0736842105263157,-2.24140350877193,65.32725566659653,62.23161095091759,63.77943330875706,Above Win Gate
1610612766,Charlotte Hornets,CHA,2016-17,36,42.5,-6.5,0,0.06205400278224879,0.032967032967033,-0.173076923076923,46.926055109168296,53.0536378634744,49.98984648632135,Above Win Gate
1610612737,Atlanta Hawks,ATL,2017-18,24,25.5,-1.5,0,0.42970424878017194,-0.0442151805453205,-4.690493736182756,60.24278113867435,73.09918106840155,66.67098110353795,Investigate
1610612738,Boston Celtics,BOS,2017-18,55,53.5,1.5,0,0.17398787294955254,-0.0257921886514369,0.2741341193809874,57.06414807633815,51.06918775754158,54.06666791693986,Above Win Gate
1610612739,Cleveland Cavaliers,CLE,2017-18,50,53.5,-3.5,0,0.00016251073026819977,0.0082417582417583,2.3420329670329667,51.19206011909269,41.893112710898386,46.54258641499554,Above Win Gate
1610612740,New Orleans Pelicans,NOP,2017-18,48,39.5,8.5,0,4.027218821566395e-05,0.136140350877193,3.7621052631578946,29.12492262487093,35.59169715776477,32.35830989131785,Above Win Gate
1610612741,Chicago Bulls,CHI,2017-18,27,22.0,5.0,0,0.5416345430432843,-0.0708771929824561,-3.7452631578947377,64.84294351888116,68.9048237222474,66.87388362056427,Investigate
1610612742,Dallas Mavericks,DAL,2017-18,24,35.5,-11.5,0,0.034807434803300896,-0.0603448275862069,-2.2456896551724137,63.02572918876802,62.25063025695202,62.638179722860016,Investigate
1610612743,Denver Nuggets,DEN,2017-18,46,45.5,0.5,0,0.08919286346956254,0.0316091954022988,1.5071839080459768,47.16033124636722,45.597664133509035,46.37899768993813,Above Win Gate
1610612744,Golden State Warriors,GSW,2017-18,58,67.5,-9.5,0,0.0035241377113942444,-0.175287356321839,-7.270114942528736,82.85747661676902,84.54596813355238,83.7017223751607,Above Win Gate
1610612745,Houston Rockets,HOU,2017-18,65,55.5,9.5,0,5.6492443407650075e-06,0.0680701754385965,-0.7992982456140343,40.86949220696921,55.832426515508004,48.35095936123861,Above Win Gate
1610612746,Los Angeles Clippers,LAC,2017-18,42,43.5,-1.5,0,0.08082674523193933,-0.0741758241758241,-2.756868131868132,65.41207681884066,64.51892885855658,64.96550283869863,Above Win Gate
1610612747,Los Angeles Lakers,LAL,2017-18,35,33.5,1.5,0,0.2692274782748156,0.0764912280701754,4.5873684210526315,39.41655576382304,31.92968212319461,35.673118943508825,Above Win Gate
1610612748,Miami Heat,MIA,2017-18,44,43.5,0.5,0,0.0019152164698698303,0.0660919540229885,4.688218390804598,41.210807017966914,31.482171408661113,36.346489213314015,Above Win Gate
1610612749,Milwaukee Bucks,MIL,2017-18,44,47.5,-3.5,0,0.045591983956668684,-0.0814035087719298,-0.8849122807017544,66.65911407281388,56.21232943576102,61.43572175428745,Above Win Gate
1610612750,Minnesota Timberwolves,MIN,2017-18,47,48.5,-1.5,0,0.0009584362227721922,-0.0663544106167056,-2.743950039032006,64.06259982420156,64.46160623397154,64.26210302908655,Above Win Gate
1610612751,Brooklyn Nets,BKN,2017-18,28,27.5,0.5,0,0.27795067510090293,0.0692704495210022,1.819454679439941,40.6624014746834,44.21199672698296,42.43719910083318,No Action
1610612752,New York Knicks,NYK,2017-18,29,30.5,-1.5,0,0.06416264315618711,-0.128960943257185,-3.9941046425939577,74.86449322542087,70.00903060398674,72.43676191470381,Investigate
1610612753,Orlando Magic,ORL,2017-18,25,33.5,-8.5,0,0.4876563791273064,-0.0357894736842104,-1.9894736842105267,58.78904167243873,61.113699898697625,59.95137078556817,Investigate
1610612754,Indiana Pacers,IND,2017-18,48,31.5,16.5,0,0.0010625646491969935,0.0560344827586206,0.2313218390804599,42.94608491791702,51.25916257057541,47.102623744246216,Above Win Gate
1610612755,Philadelphia 76ers,PHI,2017-18,52,39.5,12.5,0,0.0012466444370760697,0.2693602693602693,7.647811447811447,6.139663775974245,18.34930079970688,12.244482287840563,Above Win Gate
1610612756,Phoenix Suns,PHX,2017-18,21,28.5,-7.5,0,0.9299053725938532,-0.1746499631540162,-1.4856300663227715,82.74750322001464,58.87794893111048,70.81272607556255,Investigate
1610612757,Portland Trail Blazers,POR,2017-18,49,42.5,6.5,0,0.0169989702959779,0.1566091954022989,5.281609195402298,25.593305918416114,28.84906459052101,27.221185254468562,Above Win Gate
1610612758,Sacramento Kings,SAC,2017-18,27,27.5,-0.5,0,0.009242323808923753,0.0442105263157894,3.435087719298245,44.98614546255006,37.04280175479682,41.01447360867344,No Action
1610612759,San Antonio Spurs,SAS,2017-18,47,55.0,-8.0,0,0.0031834167195076554,-0.0714812085482682,-0.6934414148857777,64.94715807093193,55.362698402807894,60.154928236869914,Above Win Gate
1610612760,Oklahoma City Thunder,OKC,2017-18,48,53.5,-5.5,0,0.018316092235988242,0.0928518791451732,0.0280029476787033,36.59375115489306,52.161367921683954,44.37755953828851,Above Win Gate
1610612761,Toronto Raptors,TOR,2017-18,59,48.5,10.5,0,0.026480188352590337,0.0007017543859648,-2.331228070175438,52.49298375213867,62.630197621346994,57.56159068674283,Above Win Gate
1610612762,Utah Jazz,UTA,2017-18,48,40.5,7.5,0,0.0008016963715924837,0.2327586206896551,8.522988505747128,12.454773247365472,14.46579829094697,13.46028576915622,Above Win Gate
1610612763,Memphis Grizzlies,MEM,2017-18,22,37.5,-15.5,0,0.975210774931525,-0.1675824175824176,-7.862637362637362,81.5280957452217,87.17522159046538,84.35165866784354,Investigate
1610612764,Washington Wizards,WAS,2017-18,43,48.5,-5.5,0,0.02863293946929633,-0.1789473684210526,-4.294736842105263,83.48896120592379,71.34305312026477,77.41600716309428,Above Win Gate
1610612765,Detroit Pistons,DET,2017-18,39,38.5,0.5,0,0.005737413982380815,-0.0512280701754385,-0.1347368421052631,61.45275848487339,52.88350794600295,57.168133215438175,Above Win Gate
1610612766,Charlotte Hornets,CHA,2017-18,36,42.5,-6.5,0,0.054155687441179344,0.0589473684210526,2.8540350877192986,42.44350668704425,39.62115927913704,41.03233298309064,Above Win Gate
1610612737,Atlanta Hawks,ATL,2018-19,29,23.5,5.5,0,0.003876995720700402,0.0890804597701149,5.218390804597702,37.244457532366724,29.129589287853126,33.18702341010992,No Action
1610612738,Boston Celtics,BOS,2018-19,49,59.0,-10.0,0,0.5023309171000269,-0.1379310344827586,-6.747126436781609,76.41215870266869,82.22526381925941,79.31871126096405,Above Win Gate
1610612739,Cleveland Cavaliers,CLE,2018-19,19,30.5,-11.5,0,0.7021079269195244,0.0847701149425287,3.1594827586206904,37.98814806091676,38.26576863505595,38.12695834798635,No Action
1610612740,New Orleans Pelicans,NOP,2018-19,33,45.5,-12.5,0,0.9199226271008865,-0.1363301400147383,-7.518791451731761,76.13594645035533,85.64944295456463,80.89269470245998,Investigate
1610612741,Chicago Bulls,CHI,2018-19,22,30.0,-8.0,0,0.8540548547857251,0.0919540229885057,0.1149425287356322,36.748663846666695,51.77558303611862,44.26212344139266,No Action
1610612742,Dallas Mavericks,DAL,2018-19,33,35.5,-2.5,0,0.005897872063666163,-0.1761403508771929,-4.084912280701754,83.00464905820839,70.4119795698086,76.70831431400849,Investigate
1610612743,Denver Nuggets,DEN,2018-19,54,47.5,6.5,0,0.09666477882096597,-0.0842105263157895,-3.094736842105263,67.14342622052928,66.01818431999695,66.58080527026311,Above Win Gate
1610612744,Golden State Warriors,GSW,2018-19,57,62.5,-5.5,0,0.00174199158474966,-0.079298245614035,-2.105263157894737,66.29587996202733,61.62750302854803,63.96169149528768,Above Win Gate
1610612745,Houston Rockets,HOU,2018-19,53,56.5,-3.5,0,4.961553011763137e-05,0.2210526315789474,8.792280701754386,14.474480156480297,13.270843613718084,13.872661885099191,Above Win Gate
1610612746,Los Angeles Clippers,LAC,2018-19,48,37.0,11.0,0,0.0003375780057269693,0.1532792925571112,1.4119380987472367,26.16783471043035,46.02030699875164,36.094070854590996,Above Win Gate
1610612747,Los Angeles Lakers,LAL,2018-19,37,48.5,-11.5,0,0.10536207285994847,-0.1312280701754385,-1.7270175438596491,75.2556546947621,59.949079471036704,67.6023670828994,Above Win Gate
1610612748,Miami Heat,MIA,2018-19,39,43.0,-4.0,0,0.002090615977271692,0.0357142857142857,1.184065934065934,46.45205455251004,47.03146481555244,46.74175968403124,Above Win Gate
1610612749,Milwaukee Bucks,MIL,2018-19,60,48.0,12.0,0,0.00031332760687663495,-0.0743859649122806,-2.9719298245614043,65.44833370352538,65.47324160651924,65.4607876550223,Above Win Gate
1610612750,Minnesota Timberwolves,MIN,2018-19,36,41.5,-5.5,0,0.013334231068444976,-0.1136842105263157,-5.495438596491228,72.22870377154089,76.67103587889534,74.44986982521812,Above Win Gate
1610612751,Brooklyn Nets,BKN,2018-19,42,32.0,10.0,0,0.001890660164529738,0.0132645541635961,1.249815770081061,50.32544598418545,46.739707106869375,48.53257654552741,Above Win Gate
1610612752,New York Knicks,NYK,2018-19,17,28.5,-11.5,0,0.925185263978158,0.0603448275862069,-1.7686781609195403,42.20239438936696,60.133943904355135,51.16816914686105,Investigate
1610612753,Orlando Magic,ORL,2018-19,42,31.0,11.0,0,0.004092178217290856,0.1945467943994104,6.268238761974945,19.04769665079727,24.471003760133954,21.759350205465612,Above Win Gate
1610612754,Indiana Pacers,IND,2018-19,48,47.5,0.5,0,0.009422758246976031,-0.2385057471264367,-6.474137931034483,93.76493770216956,81.0139071716889,87.38942243692924,Above Win Gate
1610612755,Philadelphia 76ers,PHI,2018-19,51,53.5,-2.5,0,0.02856166206201117,-0.0545977011494253,-3.515804597701149,62.034141817367974,67.88662644880638,64.96038413308717,Above Win Gate
1610612756,Phoenix Suns,PHX,2018-19,19,29.0,-10.0,0,0.7966368202623674,0.16138540899042,3.0729550478997787,24.76923616300242,38.64972589103628,31.70948102701935,No Action
1610612757,Portland Trail Blazers,POR,2018-19,53,42.0,11.0,0,0.005967977575431081,0.1635087719298246,3.862456140350877,24.402879184645847,35.14640111189442,29.774640148270134,Above Win Gate
1610612758,Sacramento Kings,SAC,2018-19,39,26.0,13.0,0,0.005107932336540197,-0.1663157894736842,0.3480701754385965,81.30955654120453,50.7411045924449,66.02533056682472,Above Win Gate
1610612759,San Antonio Spurs,SAS,2018-19,48,43.5,4.5,0,8.99307969880296e-05,0.0928518791451732,2.49521002210759,36.59375115489306,41.21340627632858,38.90357871561082,Above Win Gate
1610612760,Oklahoma City Thunder,OKC,2018-19,49,48.5,0.5,0,0.05314975984884202,-0.1691228070175439,-6.045614035087719,81.79386868891991,79.11237923527544,80.45312396209768,Above Win Gate
1610612761,Toronto Raptors,TOR,2018-19,58,55.5,2.5,0,0.0005561584926962467,-0.0766396462785555,1.6337509211495949,65.83717532838605,45.03603685082692,55.436606089606485,Above Win Gate
1610612762,Utah Jazz,UTA,2018-19,50,49.5,0.5,0,0.0003582467367311907,0.1585964912280701,6.594385964912281,25.250425443147805,23.023761205787586,24.137093324467696,Above Win Gate
1610612763,Memphis Grizzlies,MEM,2018-19,33,34.5,-1.5,0,0.0017245100055493458,0.0449521002210758,2.0994841562269713,44.85819711696718,42.96939654023414,43.91379682860067,No Action
1610612764,Washington Wizards,WAS,2018-19,32,45.5,-13.5,0,0.1935972824931114,-0.0804597701149425,0.2155172413793105,66.49628498866818,51.32929374490843,58.9127893667883,Investigate
1610612765,Detroit Pistons,DET,2018-19,41,38.5,2.5,0,0.0005748597552747274,0.1126373626373625,4.017857142857142,33.18003896607861,34.45682615374779,33.818432559913205,Above Win Gate
1610612766,Charlotte Hornets,CHA,2018-19,39,35.5,3.5,0,0.010364486257873947,0.0063157894736842,-1.9312280701754383,51.524359456707856,60.85524135459105,56.18980040564945,Above Win Gate
1610612737,Atlanta Hawks,ATL,2019-20,20,33.5,-13.5,0,0.6097784958527688,0.1866883116883116,4.641233766233767,20.403569416153545,31.69066054321904,26.04711497968629,No Action
1610612738,Boston Celtics,BOS,2019-20,48,48.5,-0.5,0,0.21961363252611313,-0.1481481481481481,-2.2592592592592595,78.17498069626879,62.31084389148038,70.24291229387458,Above Win Gate
1610612739,Cleveland Cavaliers,CLE,2019-20,19,24.5,-5.5,0,0.15710646284668486,0.1952861952861952,5.779461279461279,18.92012322957489,26.63990039922602,22.780011814400453,No Action
1610612740,New Orleans Pelicans,NOP,2019-20,30,37.5,-7.5,0,0.2024111968778493,-0.0064171122994652,1.0748663101604277,53.72124597702648,47.51602620749862,50.61863609226255,Investigate
1610612741,Chicago Bulls,CHI,2019-20,22,33.5,-11.5,0,0.8400707459603871,-0.0454545454545454,0.0909090909090908,60.45661645377697,51.882228788823404,56.169422621300185,Investigate
1610612742,Dallas Mavericks,DAL,2019-20,43,40.5,2.5,0,0.005327861053080767,-0.0999999999999999,-3.8818181818181814,69.86768205142835,69.51077171092221,69.68922688117527,Above Win Gate
1610612743,Denver Nuggets,DEN,2019-20,46,53.0,-7.0,0,0.3272173195672712,-0.2464646464646465,-6.708080808080808,95.13813597104782,82.05200311087962,88.59506954096372,Above Win Gate
1610612744,Golden State Warriors,GSW,2019-20,15,47.5,-32.5,0,0.9989888901521228,0.0818181818181818,-1.7636363636363637,38.49746339259041,60.11157148014642,49.304517436368414,No Action
1610612745,Houston Rockets,HOU,2019-20,44,54.0,-10.0,0,0.0009051320170689943,-0.074074074074074,-2.9814814814814814,65.39452124266812,65.51562603978974,65.45507364122892,Above Win Gate
